blurry,low_contrast,brightness,clearness_score,contrast_score,filepath,v0,v1,v2,v3,v4,weather,scene,timeofday
False,False,109.22134403383453,10.42931080478434,0.4663576470588235,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4a99fcc-7870a48b.jpg,False,False,False,False,False,partly cloudy,residential,dawn/dusk
False,False,106.6662891808604,19.36807400199445,0.4613576470588235,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4a99fcc-a81c5051.jpg,False,False,False,False,False,overcast,city street,daytime
False,False,111.61487967006174,24.05061115458651,0.4400135294117647,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4a99fcc-cc3d571d.jpg,False,False,False,False,False,clear,city street,daytime
False,False,33.808565378790185,6.462696424629678,0.4005356862745098,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4a9b6ca-010d823b.jpg,True,False,False,False,False,clear,highway,night
False,False,41.13321769085618,5.229952689677902,0.420023441176474,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4a9b6ca-b621ed11.jpg,False,False,False,False,False,clear,city street,night
False,False,77.46417134260501,19.48168961628403,0.4762254901960784,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4aa7fc1-2c1fdd4c.jpg,False,False,False,False,False,overcast,residential,daytime
False,False,106.08482553149908,26.53091752916401,0.4962237254901961,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4aabd48-612afbae.jpg,False,False,False,False,False,overcast,city street,daytime
False,False,35.4301358580174,10.636603515716548,0.4718214803921603,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4ad4365-c1607665.jpg,True,False,False,False,False,clear,highway,night
False,False,94.29527041165773,24.613175200932712,0.4143162745098039,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4ae70d9-a8099055.jpg,True,False,False,False,False,partly cloudy,residential,daytime
False,False,115.28816363064834,5.32428404219665,0.4650035294117647,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b07c88-3e6d65a0.jpg,True,True,True,True,True,clear,city street,daytime
True,False,116.72235458039157,4.504203043140612,0.4759274509803921,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b07c88-e71768f1.jpg,True,False,False,True,True,clear,city street,daytime
True,False,28.94621587763376,3.872078402716161,0.2437649215686284,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b083a0-820bc2c4.jpg,True,True,True,True,True,clear,city street,night
False,False,31.344398184380847,7.42998075868222,0.4129225196078467,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b09f5b-11633a17.jpg,False,False,False,False,False,clear,city street,night
False,False,154.5551488787427,11.00149127448732,0.3903956274509818,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b15ff2-16c70581.jpg,True,False,False,False,False,clear,highway,daytime
False,False,146.1848161750133,30.42327121963542,0.4440309803921569,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b1aa64-e3cbad0f.jpg,True,False,False,False,False,clear,residential,daytime
False,False,43.06334133474188,18.067590453008943,0.4214347058823529,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b2f8e1-18accb75.jpg,False,False,False,False,False,snowy,city street,night
False,False,44.87951657849446,8.050548529740976,0.3922262745098038,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b2f8e1-75b238e1.jpg,True,False,False,False,True,clear,city street,night
True,True,27.28725655852781,1.0919477529163866,0.1546766666666666,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b394c2-148397ab.jpg,False,False,False,False,False,clear,highway,night
False,False,136.48834287879248,38.01128374124468,0.4538374509803922,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b47b81-90c3dbae.jpg,False,False,False,False,False,snowy,city street,daytime
False,False,123.74818401211644,19.94070821725885,0.4608039215686275,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b4b979-a64f258c.jpg,False,False,False,False,False,clear,city street,daytime
False,False,106.36266729903603,7.231287026996697,0.4563598039215686,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b581ea-93722c60.jpg,True,False,False,False,False,clear,highway,daytime
False,False,135.8812466065455,26.2606585545972,0.4324741176470588,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b68779-1c75351a.jpg,False,False,False,False,False,overcast,highway,daytime
False,False,54.5331924790447,5.663941544776325,0.4504093529411778,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b6fd78-9b7cfe0c.jpg,False,False,False,False,False,rainy,city street,night
False,False,18.24280218914113,5.162689238301278,0.2589929215686293,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b6fd78-b1f488c2.jpg,True,False,False,False,False,clear,city street,night
False,False,118.06656194777143,6.426745395045954,0.4650149019607844,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b7133e-5672ca28.jpg,True,False,False,False,True,rainy,city street,daytime
False,False,106.4005622187869,13.42812905195378,0.481668431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b7133e-94c56651.jpg,True,False,False,True,True,rainy,residential,daytime
False,False,127.66382054352424,8.993382245133521,0.4549094117647059,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b7133e-f6650d64.jpg,True,True,True,True,False,rainy,highway,daytime
False,False,103.73967375823764,17.379024091351855,0.4840458823529412,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b7133e-fdf86606.jpg,False,False,False,False,False,rainy,residential,daytime
True,True,6.623878719664015,1.11193859932607,0.0851058823529411,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b99a3e-21dfc344.jpg,False,False,False,False,False,clear,highway,night
False,False,33.373018890883095,5.172338402389726,0.4814307843137254,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b99a3e-76e632f3.jpg,True,False,False,False,False,clear,city street,night
False,False,36.16394360666256,5.921298816046689,0.3717528039215688,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4b9c39d-6409d1fd.jpg,True,True,True,True,True,clear,city street,night
True,True,18.09174633506912,2.0192017669842635,0.167801568627451,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4be0173-249b5f2f.jpg,False,False,False,False,False,clear,city street,night
False,False,31.20517621074309,7.406687028550667,0.4856388235294118,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4c0a877-66fc6239.jpg,True,False,False,False,False,clear,highway,night
True,False,22.05686807539392,3.110506779753908,0.2523966666666681,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4c0a877-dff9f7bb.jpg,True,False,True,True,True,clear,city street,night
True,True,28.88764128063097,2.9895329499822143,0.1452731372549019,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4c29ddd-808b41d7.jpg,True,True,True,True,True,clear,highway,night
True,False,22.73754849932108,3.3431530331496395,0.3501570294117668,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4c29ddd-b9e5cb5e.jpg,False,False,False,False,True,clear,city street,night
False,False,98.36932515309148,19.46789813655205,0.4449613725490196,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4c5ea2e-1a3ea72a.jpg,False,False,False,False,False,snowy,highway,daytime
False,False,130.93857720575696,15.435675772385263,0.4217435294117647,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4c62929-8d5e3448.jpg,False,False,False,False,False,clear,highway,daytime
False,False,120.3323184081253,42.50969890823409,0.4578968627450995,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4c733a8-46d78670.jpg,False,False,False,False,False,partly cloudy,city street,daytime
False,False,105.65800477319048,15.543303842507672,0.47355,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4c755fa-1ce17fa3.jpg,False,False,False,False,False,overcast,city street,night
False,False,36.79263653786058,11.724301918657996,0.391419715686275,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4c86653-08648e05.jpg,False,False,False,False,False,clear,city street,night
True,True,22.541935031881188,1.5442490336676689,0.1863419607843137,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4c86653-a1c9c48e.jpg,True,True,False,False,True,clear,city street,night
False,False,89.24770927416716,6.175273942134941,0.4851470588235294,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4c89ab1-5c72cd7d.jpg,True,False,False,True,True,partly cloudy,city street,daytime
False,False,113.7195501696612,17.54243949735515,0.4643233333333333,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4ca8154-8453f431.jpg,True,False,False,False,False,partly cloudy,city street,daytime
True,False,37.06547212458599,4.755359237400758,0.3143135882352942,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4ca8154-fd2ddd24.jpg,False,False,False,False,False,clear,city street,night
False,False,153.36243615235492,16.101404003661234,0.427418431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4d0e72d-3b208072.jpg,True,False,True,True,True,partly cloudy,highway,daytime
False,False,36.496892540530176,8.237068460851772,0.3457033333333347,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4d18d1a-030f0601.jpg,False,False,False,False,False,clear,highway,night
False,False,133.07050296411626,12.572587658703746,0.4677230196078443,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4d18d1a-b72bb7eb.jpg,False,False,False,False,False,overcast,city street,daytime
False,False,23.10590643145476,5.31741047968252,0.3585246470588248,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4d18d1a-fca70785.jpg,False,False,False,False,False,clear,highway,night
False,False,62.058319943879525,8.81962861609794,0.4413703921568627,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4d2dede-0f9169f5.jpg,False,False,False,False,False,clear,city street,night
False,False,25.08969159547902,9.306462013116628,0.2654140588235322,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4d2dede-18dc0cd0.jpg,False,False,False,False,False,clear,highway,night
False,False,115.2165904320484,26.48625195764909,0.4718645098039216,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4d35abd-b35897b3.jpg,True,False,False,False,True,overcast,city street,daytime
False,False,120.54079519989232,10.729936786611615,0.4565733333333334,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4d65110-23299ece.jpg,True,False,False,False,False,clear,residential,daytime
False,False,119.04805500323098,18.132433144874977,0.4373518235294119,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4d65110-ac665389.jpg,True,False,False,False,False,clear,city street,daytime
True,False,22.37783678970215,1.9708305793803669,0.2123682254901963,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4d9b889-6662ff4a.jpg,True,True,True,True,True,clear,city street,night
False,False,50.1450252993845,11.3958789033014,0.4281692156862746,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4dd1c23-355940ff.jpg,True,False,False,False,False,clear,city street,night
False,False,115.77941669916086,7.309568936605539,0.4326001960784313,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4dff9f4-bcac8fae.jpg,False,False,False,False,False,overcast,highway,daytime
False,False,31.897704803334044,6.276570780746602,0.3504368431372553,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4e3816e-2319f39e.jpg,True,False,False,False,False,clear,city street,night
False,False,31.75675994576004,7.8747938513257,0.403375294117647,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4e3816e-6cd8a1fe.jpg,True,True,False,True,True,clear,city street,night
False,False,154.04223347151435,5.321860539525759,0.4180050980392157,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4e3e68f-3aa63f29.jpg,True,False,False,False,False,clear,highway,daytime
False,False,110.53130988957504,37.51940264202928,0.4427888235294117,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4e58e8f-dff21e6a.jpg,False,False,False,False,False,clear,highway,daytime
False,False,147.08798576523608,9.968802564248202,0.3846523529411764,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4e6cf20-6f6762ab.jpg,False,False,False,False,False,rainy,highway,daytime
False,False,91.99428931728995,19.705749351254752,0.4737433333333333,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4e84636-fd3e7810.jpg,False,False,False,False,False,snowy,city street,daytime
True,False,45.40626644874812,3.1114509538837205,0.3680480392156863,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4e86b41-b15ff7cb.jpg,True,True,True,True,True,clear,city street,night
True,False,138.88455940170113,2.8778409344443703,0.4578449019607843,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4e927af-828f4a9b.jpg,True,False,True,False,True,rainy,highway,daytime
False,False,93.37836084508886,18.6686271214976,0.4729507843137254,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4e97132-0dbc3f9f.jpg,False,False,False,False,False,overcast,city street,daytime
False,False,71.11551088717,26.142303801769057,0.4764411764705882,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4ea9ae8-35554080.jpg,False,False,False,False,False,overcast,highway,daytime
True,True,19.827444278209345,2.995083464771183,0.1717792156862745,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4eac100-0eaffca3.jpg,False,False,False,False,True,clear,highway,night
False,False,47.22702544871954,5.198666534118401,0.3238196078431372,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4eac100-c2a05392.jpg,True,False,False,True,True,rainy,city street,night
False,False,35.45340216572687,6.71482583554524,0.2332018235294133,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4eb79bd-6ab32eb7.jpg,True,False,False,True,True,clear,highway,night
False,False,130.22368868621112,8.567024664391493,0.3420211764705883,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4ecb933-08326feb.jpg,False,False,False,False,False,clear,city street,daytime
False,False,54.01431334917022,11.557208688145586,0.4733845098039215,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4ed5563-12753b3c.jpg,False,False,False,False,False,clear,city street,night
False,False,63.98965094316142,9.602044691605586,0.3942740588235321,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4ed5563-e22cb18a.jpg,False,False,False,False,False,clear,city street,night
True,True,14.321622055126754,0.979878715976676,0.1317078431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4ee5320-cb16ec42.jpg,False,False,False,False,False,clear,residential,night
False,False,140.82597166874538,43.170660456488186,0.4421091568627451,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4eee282-a7157230.jpg,False,False,False,False,False,snowy,highway,daytime
False,False,72.03797949685152,13.312220857518906,0.4848603921568628,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4ef573f-199846ab.jpg,True,False,True,True,True,clear,city street,night
False,False,69.01621160960133,9.443517934983303,0.3594721470588237,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4ef573f-8a8e0ea3.jpg,True,False,False,True,False,clear,highway,dawn/dusk
True,False,16.131255133392145,1.4546194300706303,0.2567366666666666,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4ef573f-a98f72d3.jpg,False,False,False,False,False,snowy,highway,night
False,False,51.879660152155815,26.18622886601453,0.4099379803921582,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4ef573f-c11cbaee.jpg,True,False,False,False,False,clear,city street,night
False,False,110.11450287562144,5.917989477534684,0.4829372549019607,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f1500e-901fb4e6.jpg,True,False,False,False,False,overcast,city street,daytime
False,False,136.75056323279028,17.562331861023765,0.4161592156862745,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f2a76c-3ce3d91e.jpg,False,False,False,False,False,clear,highway,daytime
False,False,130.3424976193966,22.44559291625476,0.3997735294117647,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f2a76c-6b0c22e6.jpg,False,False,False,False,False,clear,highway,daytime
True,False,35.13200273043457,2.725581415330941,0.4580155980392162,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f360ca-78e0a64c.jpg,True,False,False,False,False,clear,city street,night
False,False,114.08450496815568,26.68700157823876,0.4325743137254901,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f49565-abd6b20b.jpg,True,False,False,False,False,clear,city street,daytime
False,False,128.87183481147372,49.72741825932852,0.4475582352941176,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f49565-ccd350b6.jpg,True,False,False,False,False,overcast,city street,daytime
True,True,10.069466376108606,2.27294320899172,0.1149575784313726,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f4bd95-70f45b0f.jpg,True,True,True,True,True,clear,highway,night
True,False,105.63171327855872,3.905065685075743,0.482788431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f4e648-58e39e89.jpg,False,False,False,False,True,rainy,city street,daytime
False,False,65.06786609440003,7.333094800598492,0.4275520686274515,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f65b32-ff644e07.jpg,True,False,True,True,True,clear,city street,night
False,False,21.835483020513287,19.30662817135643,0.2621930196078443,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f85748-94942db6.jpg,True,False,False,False,False,clear,highway,night
False,False,40.466883340754,22.7601706754969,0.4194064705882353,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f85748-c4be0117.jpg,True,False,True,False,True,clear,city street,night
True,True,28.467335263627053,3.34120891314136,0.1986115196078442,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f9084d-22f60127.jpg,True,False,False,True,True,clear,highway,night
False,False,51.32336498867543,5.2039808368775935,0.2928278431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f9084d-7cc2f042.jpg,True,False,False,False,True,clear,city street,night
True,True,26.08632118649458,4.4994068074443065,0.1734316176470592,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f9084d-86d982ab.jpg,False,False,False,False,False,clear,highway,night
False,False,136.1993085879634,58.73805342213674,0.42843,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4f9f50c-35823e7c.jpg,False,False,False,False,False,snowy,residential,daytime
False,False,42.58123273313551,6.884264185459278,0.3874909215686288,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4fb7979-16f87335.jpg,False,False,False,False,False,clear,city street,night
False,False,88.5693446957022,27.298726984682745,0.4523866666666666,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4fce2f5-d8eee5bb.jpg,False,False,False,False,False,clear,city street,daytime
False,False,125.57027296971172,12.147200030985228,0.4692117647058823,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4fd3ecf-25548ea4.jpg,True,False,False,False,False,rainy,city street,daytime
False,False,79.45794697499744,7.083102186621621,0.4709598039215686,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4fe8907-23618458.jpg,True,False,False,False,False,clear,city street,night
False,False,111.1975926176866,28.6919793056036,0.4619446470588248,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b4ff6bda-27a63ee8.jpg,False,False,False,False,False,clear,city street,daytime
False,False,102.47884166705845,37.54632128785029,0.4886707843137255,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5004c9e-d21fdd6e.jpg,False,False,False,False,False,clear,city street,daytime
False,False,117.05614905481058,11.86747567648538,0.439628431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b501bb52-7282ae0d.jpg,True,False,True,True,True,clear,city street,dawn/dusk
False,False,96.3102573817142,23.487408783951057,0.4683980392156863,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5022e95-a691dc1c.jpg,False,False,False,False,False,clear,residential,daytime
False,False,125.3234057792662,29.79334511673661,0.4656135294117647,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5032e1d-dad95b60.jpg,False,False,False,False,False,partly cloudy,residential,daytime
False,False,95.42627964922858,14.17902967221373,0.4731333333333333,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5042634-1034573c.jpg,False,False,False,False,False,overcast,city street,daytime
False,False,114.54180413326218,10.386665053740437,0.3925107843137254,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5046f1e-0674657f.jpg,True,True,True,True,True,partly cloudy,highway,daytime
False,False,109.16913691719004,10.23793259612592,0.3943679705882354,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5046f1e-340a743a.jpg,False,False,False,False,True,clear,highway,daytime
False,False,35.08782421606016,7.110339918520597,0.3179995490196091,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5046f1e-7b9d98d0.jpg,True,False,False,False,False,clear,city street,night
False,False,116.18765492358564,22.87930133162212,0.4042196078431372,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5046f1e-97a3a2e5.jpg,False,False,False,True,True,clear,city street,daytime
False,False,158.19593587442583,10.19066065916152,0.4693570588235294,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b509067e-188e1123.jpg,False,False,False,False,False,snowy,city street,daytime
False,False,126.0490164628059,28.780072312220607,0.4532335294117647,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b50fa05b-602f124c.jpg,True,False,False,False,False,clear,city street,daytime
False,False,121.44181948158617,25.915886768676124,0.4658341176470588,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b50ff9e2-ebb775d4.jpg,False,False,False,False,False,snowy,city street,daytime
True,False,53.01830644841627,4.151517456006909,0.473365294117647,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b510fa10-390f3d97.jpg,True,True,True,True,True,clear,highway,night
False,False,66.03640502613824,16.97254792644077,0.4948135294117647,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5172858-da5e71cc.jpg,False,False,False,False,False,rainy,city street,night
False,False,130.23776051821105,17.96167965885356,0.41456,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5183558-782ad31c.jpg,False,False,False,False,False,partly cloudy,highway,daytime
True,True,9.869252098756556,1.5598877303327865,0.119355294117647,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5188a0e-89f2392d.jpg,False,False,False,False,False,clear,city street,night
True,False,17.521506781378104,1.9876030845032795,0.2150343431372557,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b518f838-62048659.jpg,False,False,False,False,False,clear,highway,night
False,False,63.067507045018985,9.829843542816675,0.4841649019607843,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5191523-6c028236.jpg,False,False,False,False,False,clear,city street,night
False,False,29.542495960118323,13.029607285266737,0.4771026862745111,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5191523-9c2c4c83.jpg,False,False,False,True,False,clear,residential,night
True,False,28.59687419628709,4.466571729543994,0.2375450980392157,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5191523-af1c9a30.jpg,False,False,False,False,True,clear,highway,night
False,False,90.21460206358908,13.30151413696998,0.4661498039215686,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5191523-cc623777.jpg,True,False,False,False,False,partly cloudy,city street,daytime
False,False,23.08781453693692,5.268294232367298,0.311538431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5191523-f7e4f533.jpg,True,True,True,True,True,clear,city street,night
False,False,99.71440410247334,11.548787700879432,0.4882541176470588,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b51aa35f-0b962e5d.jpg,True,False,False,False,False,overcast,city street,daytime
False,False,105.6517589732386,19.24846699193232,0.4583994117647059,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b51aa35f-90f3f3f8.jpg,True,False,True,True,True,partly cloudy,residential,daytime
True,True,9.942791542105567,1.377276091919479,0.1132086274509804,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b51daa04-f4e62d2f.jpg,False,False,False,False,False,clear,highway,night
False,False,93.88959853762276,26.273768138289704,0.4897794117647058,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b51dfd71-9599e952.jpg,True,False,True,False,True,partly cloudy,residential,daytime
False,False,104.2894113157247,26.09662046477426,0.4487184313725491,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b51eb969-25bb6a5d.jpg,False,False,False,False,False,overcast,city street,daytime
False,False,59.83177522494744,9.945568066225936,0.4748756862745098,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b51fc067-22ddb158.jpg,False,False,False,False,False,clear,city street,night
False,False,116.43292183232256,22.89168918987035,0.4595229411764706,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b520b60a-e31c352d.jpg,False,False,False,False,False,overcast,city street,daytime
False,False,162.83407816491197,10.95719844460067,0.3874027450980393,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5238f1c-f5d779fc.jpg,True,False,True,True,True,clear,highway,daytime
False,False,54.71957782429902,15.562139970714618,0.4852663333333335,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5261cec-aac2f91a.jpg,False,False,False,False,False,clear,city street,night
False,False,48.21064399355094,6.7021630073696485,0.4343978431372549,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5264a14-892dc259.jpg,True,False,True,False,False,clear,city street,night
False,False,116.95850652050268,11.002604374140128,0.4210029411764706,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b52793ed-49faf8b6.jpg,False,False,False,False,False,clear,city street,dawn/dusk
True,True,36.45612683891819,3.297186404082264,0.1943150980392156,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b52949cd-2439cac6.jpg,False,False,False,False,False,clear,highway,night
False,False,118.6244765207516,35.2717296263981,0.4875433333333333,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5296e2a-25ab57d6.jpg,False,False,False,False,False,snowy,city street,daytime
False,False,112.18763233896472,13.783921787663653,0.4791311764705883,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b52e7443-1a4b1fbc.jpg,True,False,False,False,False,partly cloudy,highway,daytime
False,False,85.06268545891488,10.061822863206686,0.4775603921568627,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b533db8e-4abfcb54.jpg,False,False,False,False,False,clear,city street,dawn/dusk
False,False,86.04533701324381,33.014676079143214,0.4606145098039215,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b533db8e-7e5a6abb.jpg,False,False,False,False,False,clear,city street,daytime
False,False,70.80153948759643,6.032175478935335,0.2389478431372548,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b533db8e-f41851e8.jpg,False,False,False,False,False,clear,city street,night
False,False,53.20534236902533,8.89897552732398,0.4859992156862745,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5345bb2-a1424882.jpg,True,True,True,True,True,rainy,city street,night
False,False,96.4465140868116,8.524373167992497,0.4508394117647059,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b534864a-d2eb867c.jpg,True,True,True,True,False,overcast,city street,daytime
False,False,102.06055374724951,26.00003433137314,0.4612162745098039,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5380a66-b76d418a.jpg,True,False,False,False,False,overcast,city street,daytime
False,False,87.6529799254984,14.303634785840831,0.4687801960784314,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b5380a66-f8c670ed.jpg,True,False,False,False,False,overcast,city street,daytime
False,False,119.61308073587148,15.62543183008722,0.4778807843137255,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b539383c-a697cb3b.jpg,False,False,False,False,False,overcast,city street,daytime
False,False,125.0971493599334,6.403105422430659,0.4152828823529425,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b539383c-b57307bc.jpg,True,False,False,True,True,overcast,city street,daytime
False,False,122.4904584585858,11.753264929533998,0.488536862745098,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b539383c-e6e6528d.jpg,False,False,False,False,False,overcast,city street,daytime
False,False,146.40673058575288,41.8692946553605,0.435971568627451,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b53a0e33-2c56289b.jpg,False,False,False,False,False,partly cloudy,residential,daytime
False,False,51.16574161903155,7.024205412150884,0.4481439509803929,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b53a1501-745a59ef.jpg,False,False,False,False,False,clear,city street,night
False,False,37.99236755041671,5.616763629459562,0.4260806666666722,/storage/datasets/clean/bdd/bdd100k/images/100k/val/b53a1501-92a39535.jpg,True,False,False,True,False,clear,city street,night
